title,year,avg_vote,votes
The Secret Life of an American Wife,1968,6.1,161
The Secret War of Harry Frigg,1968,6.4,1264
Seduto alla sua destra,1968,6.7,197
Sentenza di morte,1968,6.4,327
Separation,1968,6.4,106
Sequestro di persona,1968,6.4,146
Serafino,1968,6.3,465
Sergeant Ryker,1968,6.3,186
The Sergeant,1968,6.5,490
Sette volte sette,1968,7.2,193
7 winchester per un massacro,1967,5.7,252
The Shakiest Gun in the West,1968,6.4,2177
Shalako,1968,5.6,2513
She Mob,1968,5.2,112
She-Devils on Wheels,1968,4.7,726
Shen dao,1968,6.6,143
Shinjuku dorobô nikki,1969,6.4,563
The Shoes of the Fisherman,1968,7.1,3172
Single Room Furnished,1966,4.5,379
Sinthia: The Devil's Doll,1970,3.6,190
Skammen,1968,8.1,10875
Skidoo,1968,4.8,1280
Sluzhili dva tovarishcha,1968,8,946
Smoke and Flesh,1968,4.7,133
Sol Madrid,1968,5.7,215
Soldaterkammerater på bjørnetjeneste,1968,5.2,353
Spalovac mrtvol,1969,8,6184
Speedway,1968,5.7,1829
The Split,1968,6.1,982
Spur des Falken,1968,5.9,195
Star!,1968,6.5,1849
"Stay Away, Joe",1968,4.9,1006
La permission,1968,6.9,246
The Strange Affair,1968,6.7,119
Straziami ma di baci saziami,1968,7,403
Stress-es tres-tres,1968,6.5,130
The Subject Was Roses,1968,7,1219
Submarine X-1,1968,5.3,483
Sweet November,1968,6.9,922
The Sweet Ride,1968,5.8,226
The Swimmer,1968,7.7,8617
Taiyô no ôji: Horusu no daibôken,1968,6.6,1943
Targets,1968,7.3,7358
Tarzan and the Jungle Boy,1968,5.4,330
The Tattoo,1968,6.6,2524
Teorema,1968,7.2,10775
Tepepa,1969,6.7,835
Terror in the Jungle,1968,3.3,172
Therese and Isabelle,1968,6.2,532
"Las Vegas, 500 millones",1968,6.1,480
The Thomas Crown Affair,1968,7,20785
A Thousand Pleasures,1968,5.3,126
Three in the Attic,1968,5.5,343
Thunderbird 6,1968,6.3,1207
Tinerete fara batrînete,1969,6.7,104
Der Tod im roten Jaguar,1968,6,141
Top Sensation,1969,5.6,417
The Touchables,1968,5.5,145
Histoires extraordinaires,1968,6.6,5143
Tres Tristes Tigres,1968,7.2,206
El turismo es un gran invento,1968,5.5,228
Der Turm der verbotenen Liebe,1968,5.5,115
A Twist of Sand,1968,5.6,142
Twisted Nerve,1968,7.1,1677
Täällä Pohjantähden alla,1968,7.4,840
Uden en trævl,1968,4.9,171
Un film comme les autres,1968,5.6,233
"Un soir, un train",1968,7.1,506
Une corde un Colt...,1969,6.9,1405
Uno dopo l'altro,1968,6.5,107
"Un uomo, un cavallo, una pistola",1967,6.5,287
Uptight,1968,7.3,490
L'urlo,1970,5.5,318
Urok literatury,1968,7.5,102
"I tre che sconvolsero il West (Vado, vedo e sparo)",1968,5.5,135
Vargtimmen,1968,7.7,16564
I vigliacchi non pregano,1969,5.9,101
The Vengeance of Fu Manchu,1967,5.2,713
The Vengeance of She,1968,4.7,762
A veréb is madár,1969,6.8,167
Vi på Saltkråkan,1968,6.5,941
Le vieil homme et l'enfant,1967,7.7,1791
Villa Rides,1968,6.4,1677
Vixen!,1968,5.7,2399
Voyage to the Planet of Prehistoric Women,1968,2.9,1185
Vsichni dobrí rodáci,1969,7.7,671
Voyna i mir,1966,8.3,5748
Weisse Wölfe,1969,5.8,217
What's So Bad About Feeling Good?,1968,6.8,340
Where Angels Go Trouble Follows!,1968,6.4,1289
Where Were You When the Lights Went Out?,1968,5.9,753
I Call First,1967,6.7,7563
The Wicked Dreams of Paula Schultz,1968,4.5,201
Wilcze echa,1968,6.4,106
Wild in the Streets,1968,6,1746
Will Penny,1967,7.1,3852
The Valley of Death,1968,6.1,1154
With Six You Get Eggroll,1968,6.5,2316
Rengô kantai shirei chôkan: Yamamoto Isoroku,1968,6.7,113
Yellow Submarine,1968,7.4,23141
Eshchyo raz pro lyubov,1968,7.4,220
The Young Runaways,1968,5.6,109
"Yours, Mine and Ours",1968,7.2,7238
Zatôichi chikemuri kaidô,1967,7.6,1025
Zatôichi hatashi-jô,1968,7.4,880
Zigzag udachi,1968,7.3,697
Tante Zita,1968,6.7,131
Zlocin v santánu,1968,6.6,120
Zolotoy telyonok,1968,8.4,2185
"Zum Teufel mit der Penne - Die Lümmel von der ersten Bank, 2. Teil",1968,5.3,386
If....,1968,7.6,20610
¡Cómo está el servicio!,1968,5.3,140
¿Quién grita venganza?,1968,6.4,110
...4 ..3 ..2 ..1 ...morte,1967,4,582
Shônen,1969,7.5,1248
100 Rifles,1969,6,2649
80 Steps to Jonah,1969,6,160
Der heiße Tod,1969,4.7,1162
A doppia faccia,1969,5.6,518
Abuelo Made in Spain,1969,5.3,240
The Adding Machine,1969,6.3,160
Age of Consent,1969,6.4,2587
Akage,1969,7,607
Alfred the Great,1969,6.3,889
Alice's Restaurant,1969,6.3,3769
All the Right Noises,1971,6.1,210
The Alley Cats,1966,4.9,173
Zaseda,1969,7.7,239
Quel caldo maledetto giorno di fuoco,1968,5.8,193
Amore e rabbia,1969,6,597
Amore mio aiutami,1969,6.6,267
"L'amour c'est gai, l'amour c'est triste",1971,6,107
An-Magritt,1969,5.4,127
Angel in My Pocket,1969,7.1,393
O Anjo Nasceu,1969,6.7,120
Anne of the Thousand Days,1969,7.5,6285
The Appointment,1969,5.5,660
The April Fools,1969,6.2,1072
L'arbre de Noël,1969,6.5,504
Al-ard,1970,8.2,1144
The Army of Shadows,1969,8.2,18500
The Arrangement,1969,6.6,2365
The Assassination Bureau,1969,6.5,2075
The Astro-Zombies,1968,3.3,1972
The Babysitter,1969,5.7,415
Backtrack!,1969,6,169
Baltagul,1969,7.4,458
La bande à Bonnot,1968,6.4,168
Bao biao,1969,7.1,514
Bara no sôretsu,1969,8,3933
Battle of Britain,1969,7,19481
Beatrice Cenci,1969,6.6,553
The Bed Sitting Room,1969,6.2,1890
Before Winter Comes,1968,5.9,258
The Best House in London,1969,4.5,251
Bhuvan Shome,1969,7.4,318
The Big Bounce,1969,5.4,326
The Big Cube,1969,4.4,530
Bitka na Neretvi,1969,7.2,2972
Blonde Köder für den Mörder,1969,4.9,134
Bob & Carol & Ted & Alice,1969,6.8,5395
Body Fever,1969,4.6,107
Bokhandlaren som slutade bada,1969,5.5,168
El bosque del lobo,1970,6.7,240
Le boucher,1970,7.5,7066
A Boy Named Charlie Brown,1969,7.3,4122
Brasil Ano 2000,1969,5.1,104
The Bridge at Remagen,1969,6.7,8010
Bronco Bullfrog,1970,6.8,249
Butch Cassidy and the Sundance Kid,1969,8,191264
Once Upon a Time in the West,1968,8.5,279235
Cactus Flower,1969,7.2,8645
La caduta degli dei (Götterdämmerung),1969,7.6,6866
Camille 2000,1969,5.8,579
Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?,1969,5.2,331
Cannabis,1970,5.2,175
Carne,1968,6.4,157
Carry on Again Doctor,1969,6.2,2247
Carry On Camping,1969,6.6,4258
Castle Keep,1969,6.2,2435
Cateto a babor,1970,5,191
"Certo, certissimo, anzi... probabile",1969,5.6,120
The Brain,1969,6.9,3212
El Chacal de Nahueltoro,1969,7.7,818
The Chairman,1969,5.6,932
Charles mort ou vif,1969,7.2,272
Charro!,1969,5.7,1524
Chastity,1969,5.1,437
Che!,1969,4.8,807
"Cherry, Harry & Raquel!",1969,5.5,1059
Les choses de la vie,1970,7.6,3393
La cintura di castità,1967,4.6,145
Le clan des Siciliens,1969,7.4,6448
Claude et Greta,1970,4.7,101
Clérambard,1969,6.2,131
La collina degli stivali,1969,5.7,2798
Colossus: The Forbin Project,1970,7.1,7591
The Comic,1969,6.7,537
Coming Apart,1969,6.9,369
Così dolce... così perversa,1969,6,404
Crescendo,1970,5.2,536
Crooks and Coronets,1969,6,177
Crossplot,1969,5.4,569
Czlowiek z M-3,1969,6.8,132
Da uomo a uomo,1967,7.1,6460
Daddy's Gone A-Hunting,1969,6.3,239
De Sade,1969,3.9,478
Death of a Gunfighter,1969,6.3,999
El dependiente,1969,7.6,395
Derevenskiy detektiv,1969,6.8,154
Dernier domicile connu,1970,7,1131
Los desesperados,1969,5.7,382
The Desperados,1969,4.8,380
The Devil's 8,1969,5.2,247
Le diable par la queue,1969,7,615
I diavoli della guerra,1969,5.3,120
Il dito nella piaga,1969,5.6,198
Django il bastardo,1969,6.2,864
Do Raaste,1969,7,217
Il dolce corpo di Deborah,1968,6,496
Don't Drink the Water,1969,5.8,721
Downhill Racer,1969,6.4,3735
Dracula (The Dirty Old Man),1969,3.5,279
O Dragão da Maldade contra o Santo Guerreiro,1969,7.1,1517
Du long tan,1969,6.4,107
A Dream of Kings,1969,6.3,400
Du bei dao wang,1969,7.2,1045
Dvoryanskoe gnezdo,1969,6.7,260
Dzhamilya,1969,7.5,204
Détruire dit-elle,1969,6.8,171
E Dio disse a Caino...,1970,6.7,797
Easy Rider,1969,7.3,92580
The Ecstasies of Women,1969,4,233
An Elephant Called Slowly,1970,6.1,110
L'enfant sauvage,1970,7.5,6980
La horse,1970,6.8,553
Erosu purasu gyakusatsu,1969,7.7,1772
Erotissimo,1969,5.5,156
Un esercito di 5 uomini,1969,6.7,1313
The Extraordinary Seaman,1969,3.2,602
Eye of the Cat,1969,6,608
Faráruv konec,1969,7,162
The Female Bunch,1971,3.8,166
La femme infidèle,1969,7.4,3558
Les femmes,1969,5.5,311
La fiancée du pirate,1969,7,477
The File of the Golden Goose,1969,5.5,390
Ruba al prossimo tuo,1968,5.1,320
The First Time,1969,4.9,337
Flareup,1969,5.2,243
Fei dao shou,1969,6.2,125
The Castle of Fu Manchu,1969,2.9,1693
Four Rode Out,1970,4.4,223
Fräulein Doktor,1969,6.6,372
Fûrin kazan,1969,7.1,609
Gaav,1969,8.1,5353
"Gaily, Gaily",1969,5.3,288
Gamera tai daiakuju Giron,1969,4.1,2112
The Gay Deceivers,1969,5.8,407
Gheisar,1969,7.7,2488
The Ghastly Ones,1968,3.7,550
The Girl Who Knew Too Much,1969,5.7,105
Gladiatorerna,1969,6.7,423
Gojira-Minira-Gabara: Oru kaijû daishingeki,1969,3.8,3388
The Good Guys and the Bad Guys,1969,6.2,1044
"Goodbye, Columbus",1969,6.5,1604
"Goodbye, Mr. Chips",1969,6.9,2921
"Gori, gori, moya zvezda",1970,7.5,382
Gott mit uns (Dio è con noi),1970,6.4,331
Goyôkin,1969,7.7,1888
Le grand Meaulnes,1967,6.9,235
Le grand amour,1969,7.6,952
The Great Bank Robbery,1969,5.6,458
The Green Slime,1968,4.8,2898
Grimms Märchen von lüsternen Pärchen,1969,5.3,113
Guns of the Magnificent Seven,1969,5.7,2170
The Guru,1969,5.6,107
The Gypsy Moths,1969,6.4,1674
"Hail, Hero!",1969,5.6,151
Hamlet,1969,6.9,677
Hannibal Brooks,1969,6.6,1249
The Happy Ending,1969,6.3,893
Hard Contract,1969,5.9,471
Heaven with a Gun,1969,6.3,708
Heintje - Ein Herz geht auf Reisen,1969,4.4,138
Heintje - Einmal wird die Sonne wieder scheinen,1970,5.7,209
Hell's Angels '69,1969,5.5,353
Hello Down There,1969,6.1,623
"Hello, Dolly!",1969,7.1,12470
Heureux qui comme Ulysse...,1970,6.8,287
Hibernatus,1969,6.7,4727
Hibotan bakuto: Hanafuda shôbu,1969,6.5,154
"Hilfe, ich liebe Zwillinge",1969,4.3,105
Himmel og helvete,1969,4.8,181
The Honeymoon Killers,1970,7,3996
"Hook, Line and Sinker",1969,5.4,620
The Haunted House of Horror,1969,4.7,781
House of Cards,1968,5.8,422
How to Commit Marriage,1969,5.4,392
A Touch of Zen,1971,7.6,4710
"Hurra, die Schule brennt - Die Lümmel von der ersten Bank IV. Teil",1969,5,512
I Start Counting,1969,6.8,408
Ice,1970,6.7,197
The Ice House,1969,3.6,109
Ido zero daisakusen,1969,6,623
"If It's Tuesday, This Must Be Belgium",1969,6.4,1648
The Illustrated Man,1969,6,2589
"Infanzia, vocazione e prime esperienze di Giacomo Casanova, veneziano",1969,6.9,236
Interrabang,1969,6,140
Invasión,1969,7.3,497
De Sade 70,1970,5.4,1336
Isten hozta örnagy úr,1969,8.1,1586
The Italian Job,1969,7.3,38273
Ittefaq,1969,7.4,812
Jagdszenen aus Niederbayern,1969,7.4,504
Jeff,1969,5.8,256
Jenny,1970,5.6,103
Jigokuhen,1969,7,285
John and Mary,1969,6.7,1863
Doppelgänger,1969,6.3,3064
Justine,1969,5.7,353
Kad cujes zvona,1969,7.1,173
Kampf um Rom II - Der Verrat,1969,6.1,150
Katzelmacher,1969,7,2349
Kes,1969,7.9,16994
Kevade,1969,8.1,1209
Kladivo na carodejnice,1970,7.9,1521
Die Konferenz der Tiere,1969,6.6,183
Korol Lir,1970,8.1,1309
Korol-olen,1970,6.7,114
Krakatoa: East of Java,1968,5.5,1312
Kuro bara no yakata,1969,6.1,179
Kurzer Prozeß,1967,7,100
69 - Sixtynine,1969,5.6,149
Lalka,1968,6.8,402
La battaglia d'Inghilterra,1969,5.7,426
Last Summer,1969,7,1493
The Last of the Mobile Hot Shots,1970,5.5,256
Laughter in the Dark,1969,6.1,121
The Learning Tree,1969,7.1,838
La legione dei dannati,1969,4.9,188
Der Leone Have Sept Cabeças,1970,6.8,181
Liebe ist kälter als der Tod,1969,6.7,2535
Linda and Abilene,1969,4.2,197
Lions Love,1969,6,516
Le lit de la vierge,1970,6.5,321
Lock Up Your Daughters!,1969,4.9,137
Twinky,1970,5.5,760
The Lost Man,1969,6.1,134
The Love Bug,1968,6.5,13076
Love Feast,1969,2.8,133
The Love God?,1969,6.3,711
Lucía,1968,7,661
Una lunga fila di croci,1969,6,414
Ma nuit chez Maud,1969,8,9300
Mackenna's Gold,1969,6.8,7390
Macunaíma,1969,7,1411
The Mad Room,1969,5.8,277
La madriguera,1969,6.7,183
The Madwoman of Chaillot,1969,6.1,913
The Magic Christian,1969,6.1,2898
Maid in Sweden,1971,4.4,1215
Maidstone,1970,5,182
Le malizie di Venere,1969,5.3,424
The Maltese Bippy,1969,4.4,298
Mama vyshla zamuzh,1970,7,113
A Man Called Gannon,1968,5.4,131
Manden der tænkte ting,1969,6.6,100
Marlowe,1969,6.4,2900
Marooned,1969,5.9,4359
La matriarca,1968,5.3,521
Mayerling,1968,6.3,1263
The McMasters,1970,6,224
"Me, Natalie",1969,6.6,768
Medium Cool,1969,7.3,3513
"Metti, una sera a cena",1969,6.6,158
Michael Kohlhaas - Der Rebell,1969,6.7,171
Midnight Cowboy,1969,7.8,93226
Mig og min lillebror og Bølle,1969,5.4,174
The Mighty Gorga,1969,3,274
Mr. Freedom,1968,6.5,944
Model Shop,1969,6.6,1160
Vedreba,1967,7.9,576
La monaca di Monza,1969,5.7,141
Mondo Trasho,1969,6.2,1104
The Monitors,1969,4.8,257
Monsieur Hawarden,1968,6.8,152
Los monstruos del terror,1970,3.9,582
Monte Carlo or Bust!,1969,6.2,1982
Moon Zero Two,1969,4.4,1219
More,1969,6.5,2171
More Dead Than Alive,1969,6.2,588
Morgens um Sieben ist die Welt noch in Ordnung,1968,6,122
Mosquito Squadron,1969,5.7,1156
Al-mummia,1969,7.9,972
"Mumsy, Nanny, Sonny & Girly",1970,6.6,1025
My Side of the Mountain,1969,6.6,926
Die nackte Bovary,1969,5.4,167
Nagagutsu o haita neko,1969,7.3,710
Naked Angels,1969,4.4,100
Nell'anno del Signore,1969,7.4,557
Night After Night After Night,1969,5.2,119
Night of Bloody Horror,1969,3.6,319
Il trono di fuoco,1970,5.2,894
The Night of the Following Day,1969,6.1,1784
Nightmare in Wax,1969,3.7,614
Nihon boryoku-dan: Kumicho,1969,7,161
Nihonkai daikaisen,1969,6.6,156
Number One,1969,5.7,326
The Oblong Box,1969,6.1,2732
Bezeten - Het gat in de muur,1969,5.6,158
Oh! What a Lovely War,1969,7.1,2483
Olsen-banden på spanden,1969,6.5,1455
On Her Majesty's Secret Service,1969,6.7,73518
Once You Kiss a Stranger...,1969,5.4,227
One Million AC/DC,1969,3,185
Oni no sumu yakata,1969,7.1,105
Opasnye gastroli,1969,6.4,129
Az oroszlán ugrani készül,1969,5.7,138
"Les yeux ne veulent pas en tout temps se fermer, ou Peut-être qu'un jour Rome se permettra de choisir à son tour",1970,6.5,240
Otley,1969,6.3,357
Otoko wa tsurai yo,1969,7,334
L'ours et la poupée,1970,6.5,388
Ovoce stromu rajských jíme,1970,6.9,869
Paint Your Wagon,1969,6.6,11337
Pan Wolodyjowski,1969,7.2,1209
Paranoia,1970,6.3,485
Paroxismus,1969,5.8,1659
Le passager de la pluie,1970,6.9,2558
En passion,1969,7.7,7585
Pendulum,1969,6.2,292
"Pepe, der Paukerschreck - Die Lümmel von der ersten Bank, III. Teil",1969,5.4,468
Le petit bougnat,1970,5.8,131
The Phantom Tollbooth,1970,6.9,2712
The Picasso Summer,1969,5.2,256
Pirosmani,1969,7.7,793
La piscine,1969,7,6776
Pit Stop,1969,6.8,598
The Plot Against Harry,1989,6.9,273
Po stopách krve,1970,7.2,123
Pohjan tähteet,1969,6,288
Polowanie na muchy,1969,6.5,250
Popi,1969,6.7,681
Porcile,1969,6.7,2657
Prestuplenie i nakazanie,1970,7.9,865
The Prime of Miss Jean Brodie,1969,7.6,7966
Prípad pro zacínajícího kata,1970,7.1,411
Il Prof. Dott. Guido Tersilli primario della Clinica Villa Celeste convenzionata con le mutue,1969,6.8,628
La taglia è tua... l'uomo l'ammazzo io,1969,5.7,137
Putney Swope,1969,7,2647
I quattro dell'Ave Maria,1968,6.7,3500
Que la bête meure,1969,7.8,3760
Queimada,1969,7.3,4166
Un Quijote sin mancha,1969,6.6,157
The Rain People,1969,6.8,2587
Rani radovi,1969,7,326
Rascal,1969,6.5,362
The Reckoning,1970,7,361
The Reivers,1969,6.7,2567
La residencia,1969,6.9,2530
Ring of Bright Water,1969,7.1,1344
Riot,1969,5.9,397
La rose écorchée,1970,6,280
Il rosso segno della follia,1970,6.4,3020
Rote Sonne,1970,6.2,433
The Royal Hunt of the Sun,1969,6.4,544
"Run Wild, Run Free",1969,6.3,346
"Run, Angel, Run!",1969,5.3,210
Rzeczpospolita babska,1969,6.3,144
Saat Hindustani,1969,6.6,187
Ehi amico... c'è Sabata. Hai chiuso!,1969,6.8,4033
Sam Whiskey,1969,5.9,1094
Sam's Song,1969,3.4,754
Santo el enmascarado de plata y Blue Demon contra los monstruos,1970,6.3,249
Satan's Sadists,1969,4.6,785
Fellini - Satyricon,1969,6.9,13790
The Smashing Bird I Used to Know,1969,5.3,132
Scream and Scream Again,1970,5.6,3060
Scream Baby Scream,1969,4.1,184
The Secret of Santa Vittoria,1969,7.4,2892
Il seme dell'uomo,1969,6.6,390
Sen'ya ichiya monogatari,1969,6.7,376
La lunga notte dei disertori - I 7 di Marsa Matruh,1970,5,105
Shinjû: Ten no Amijima,1969,7.7,1937
Sieben Tage Frist,1969,6.5,107
Sinful Davey,1969,5.9,339
La sirène du Mississipi,1969,7.1,5325
Sjov i gaden,1969,5.3,183
Skrivánci na niti,1990,7.5,1506
Slaves,1969,4.9,131
Slogan,1969,6.1,317
Slucajni zivot,1969,6.3,148
Smith!,1969,6,163
Smutecní slavnost,1969,7.2,119
Some Girls Do,1969,5.8,376
Some Kind of a Nut,1969,4.6,227
Some Like It Sexy,1969,4.3,104
"Some Will, Some Won't",1970,6,130
"Sono Sartana, il vostro becchino",1969,6.5,596
Sora tobu yûreisen,1969,7,461
Sotto il segno dello scorpione,1969,6,169
The Southern Star,1969,5.5,427
Gli specialisti,1969,6.2,579
Staircase,1969,5.4,709
The Stalking Moon,1968,6.7,2019
Stereo (Tile 3B of a CAEE Educational Mosaic),1969,5.3,1488
The Sterile Cuckoo,1969,6.8,1735
Stiletto,1969,4.8,133
Struktura krysztalu,1969,7.2,775
Support Your Local Sheriff!,1969,7.5,9301
Svetáci,1969,8,505
Sweet Charity,1969,7,4606
Take the Money and Run,1969,7.3,26593
Talash,1969,6.6,144
A Talent for Loving,1969,4.8,114
A tanú,1969,8.8,5584
Taste of Excitement,1969,5.5,108
Taste the Blood of Dracula,1970,6.4,4852
Te'alat Blaumilch,1969,7.7,539
Tell Them Willie Boy Is Here,1969,6.3,2510
A Touch of Love,1969,6.5,196
That Cold Day in the Park,1969,7,1252
"They Shoot Horses, Don't They?",1969,7.9,15077
The Body Stealers,1969,4.1,341
The Thousand Plane Raid,1969,5.7,253
Three,1969,5.9,279
Three Into Two Won't Go,1969,6,151
Tie shou wu qing,1969,6.7,132
Il pistolero dell'Ave Maria,1969,6.6,565
Till Death Us Do Part,1968,6.1,353
Tintin et le temple du soleil,1969,6.8,1639
Topaz,1969,6.3,15497
Touha zvaná Anada,1971,6.9,141
Un tranquillo posto di campagna,1968,6.6,1126
The Trouble with Girls,1969,5.5,1249
True Grit,1969,7.4,39569
Tchaikovsky,1970,6.7,365
Two Mules for Sister Sara,1970,7,21903
U ozera,1970,7,104
L'uccello dalle piume di cristallo,1970,7.2,16170
The Ultimate Degenerate,1969,5.4,129
Un homme qui me plaît,1969,6.4,354
"Un, dos, tres... al escondite inglés",1970,6.5,135
Una sull'altra,1969,6.8,1611
The Undefeated,1969,6.7,5524
Une femme douce,1969,7.5,2088
Uno di più all'inferno,1968,5.2,105
La vacanza,1971,6.2,177
The Valley of Gwangi,1969,6.3,3726
Valparaíso Mi Amor,1969,7.3,117
Valérie,1969,5.4,100
La vampire nue,1970,5.5,1149
Fei yan jin dao,1969,6.4,117
Le vent d'est,1970,6,407
La vida sigue igual,1969,4.8,142
"La vie, l'amour, la mort",1969,7.1,102
Viimne reliikvia,1969,7.8,1309
The Virgin Soldiers,1969,6.1,331
Viva Max,1969,6.1,408
Vivi o preferibilmente morti,1969,5.3,259
"Vodkaa, komisario Palmu",1969,5.9,784
"Vtáckovia, siroty a blázni",1969,7.3,662
A Walk with Love and Death,1969,6.5,552
The Wedding Party,1969,4.8,911
What's Good for the Goose,1969,5.2,287
What Ever Happened to Aunt Alice?,1969,6.9,1910
Where Eagles Dare,1968,7.7,48405
Where It's At,1969,4.8,142
Where's Jack?,1969,6.6,127
Whirlpool,1970,5.6,244
The Wild Bunch,1969,7.9,73451
Winning,1969,6.1,1617
The Witchmaker,1969,5.5,324
The Wonderful Land of Oz,1969,2.3,174
Wonderwall,1968,5.6,608
The Wrecking Crew,1968,5.6,2300
Wszystko na sprzedaz,1969,6.8,634
Yawar Mallku,1969,7.2,395
Young Billy Young,1969,5.7,946
Yuke yuke nidome no shojo,1969,7.5,2240
Z,1969,8.3,21866
"Zabil jsem Einsteina, panove",1970,6.9,398
Zert,1969,7.2,1146
Zeta One,1969,4,703
¡¡Se armó el belén!!,1970,4.9,143
Ådalen 31,1969,7.3,1290
La promesse,1969,5.9,151
L'étalon,1970,5.8,123
"Pane, vy jste vdova!",1971,7.5,627
...tick... tick... tick...,1970,6.6,885
12 + 1,1969,6,363
Act of the Heart,1970,6.2,159
Adam at Six A.M.,1970,5.7,253
Adam's Woman,1970,6.1,147
The Adventurers,1970,5.4,606
The Adventures of Gerard,1970,5,242
Aghaye Halou,1970,7,284
Airport,1970,6.6,16269
Alex in Wonderland,1970,5.4,671
L'alliance,1970,6.3,123
The Amazing Transplant,1970,4,267
Der amerikanische Soldat,1970,6.7,1518
Les amis,1971,7.2,122
Anaparastasi,1970,7.3,1015
And Soon the Darkness,1970,6.6,2471
The Angel Levine,1970,6,494
Angel Unchained,1970,5.1,285
Angels Die Hard,1970,5.5,129
The Animals,1970,3.6,270
Anonimo veneziano,1970,6.9,396
Aradhana,1969,7.6,1458
